wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (530671.00000000186264515 4111095.00000000186264515),23544,7106765,05-071-06765,PIONEER NATURAL RESOURCES USA INC,32-27 TRINIDAD,LO_XX,07106765&TYPE=WELL,89186,WELL,PR,10084,32-27,TRINIDAD,70830,1520,N,1526,E,SWNE,27,33S,65W,6,37.145734,-104.654633,6582,530671,4111095,PLANNED Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6765,71,140-150,80-90,2,1
Point (526565.00000000093132257 4100935),23545,7106779,05-071-06779,PIONEER NATURAL RESOURCES USA INC,13-29 LONGLEG,LO_XX,07106779&TYPE=WELL,89199,WELL,PR,10084,13-29,LONGLEG,70830,2189,S,674,W,NWSW,29,34S,65W,6,37.054275,-104.701223,7443,526565,4100935,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6779,71,120-130,80-90,2,1
Point (527299.00000000093132257 4100966.00000000186264515),23546,7106780,05-071-06780,PIONEER NATURAL RESOURCES USA INC,33-29 C. SHRIMP,LO_XX,07106780&TYPE=WELL,89200,WELL,PR,10084,33-29,C. SHRIMP,70830,2314,S,2188,E,NWSE,29,34S,65W,6,37.054535,-104.692963,7194,527299,4100966,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6780,71,120-130,90-100,2,1
Point (518692.99999999906867743 4109696.00000000186264515),23822,7106797,05-071-06797,PIONEER NATURAL RESOURCES USA INC,21-33 SPINDLE TOP,LO_XX,07106797&TYPE=WELL,89217,WELL,PR,10084,21-33,SPINDLE TOP,70830,549,N,1346,W,NENW,33,33S,66W,6,37.133434,-104.789539,6760,518693,4109696,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6797,71,160-170,70-80,1,1
Point (521251.00000000093132257 4109969.00000000186264515),23823,7106798,05-071-06798,PIONEER NATURAL RESOURCES USA INC,44-27 MATTIE,LO_XX,07106798&TYPE=WELL,89218,WELL,PR,10084,44-27,MATTIE,70830,293,S,945,E,SESE,27,33S,66W,6,37.135843,-104.760736,6820,521251,4109969,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6798,71,160-170,70-80,1,1
Point (525802.00000000186264515 4098797),23824,7106829,05-071-06829,PIONEER NATURAL RESOURCES USA INC,34-31 QUAIL,LO_XX,07106829&TYPE=WELL,89249,WELL,PR,10084,34-31,QUAIL,70830,440,S,1831,E,SWSE,31,34S,65W,6,37.035025,-104.709884,7146,525802,4098797,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6829,71,120-130,70-80,2,1
Point (526831.00000000093132257 4122521.00000000186264515),23825,7106848,05-071-06848,PIONEER NATURAL RESOURCES USA INC,21-20 MAGELLAN,LO_XX,07106848&TYPE=WELL,89268,WELL,PR,10084,21-20,MAGELLAN,70830,756,N,2024,W,NENW,20,32S,65W,6,37.248841,-104.697455,7260,526831,4122521,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6848,71,170-180,60-70,1,2
Point (521363.00000000186264515 4114977.00000000186264515),23828,7106224,05-071-06224,PIONEER NATURAL RESOURCES USA INC,44-10 MEDIDA,LO_XX,07106224&TYPE=WELL,217447,WELL,PR,10084,44-10,MEDIDA,70830,870,S,340,E,SESE,10,33S,66W,6,37.180982,-104.759326,7220,521363,4114977,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6224,71,180-190,70-80,1,1
Point (523184.00000000093132257 4115036.00000000186264515),23829,7106226,05-071-06226,PIONEER NATURAL RESOURCES USA INC,14-12 MADRID,LO_XX,07106226&TYPE=WELL,217449,WELL,PR,10084,14-12,MADRID,70830,1005,S,417,W,SWSW,12,33S,66W,6,37.181472,-104.738815,7330,523184,4115036,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6226,71,170-180,70-80,1,1
Point (525204.00000000093132257 4117361),23830,7106233,05-071-06233,PIONEER NATURAL RESOURCES USA INC,22-6 PONDEROSA,LO_XX,07106233&TYPE=WELL,217456,WELL,PR,10084,22-6,PONDEROSA,70830,1838,N,1805,W,SENW,6,33S,65W,6,37.202382,-104.715975,6918,525204,4117361,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6233,71,180-190,50-60,1,3
Point (526600.00000000186264515 4114372),23831,7106235,05-071-06235,PIONEER NATURAL RESOURCES USA INC,11-17 DOUG,LO_XX,07106235&TYPE=WELL,217458,WELL,PR,10084,11-17,DOUG,70830,1302,N,1102,W,NWNW,17,33S,65W,6,37.175393,-104.700354,6996,526600,4114372,PLANNED Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6235,71,170-180,60-70,1,2
Point (513201.00000000093132257 4118378),23832,7106292,05-071-06292,PIONEER NATURAL RESOURCES USA INC,43-35 COLORADO UNIVERSITY,LO_XX,07106292&TYPE=WELL,217515,WELL,PR,10084,43-35,COLORADO UNIVERSITY,70830,1497,S,985,E,NESE,35,32S,67W,6,37.211791,-104.851219,7460,513201,4118378,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6292,71,160-170,40-50,1,4
Point (518701.00000000093132257 4122283),23833,7106301,05-071-06301,PIONEER NATURAL RESOURCES USA INC,22-21 UPPER BURRO,LO_XX,07106301&TYPE=WELL,217524,WELL,PR,10084,22-21,UPPER BURRO,70830,1554,N,1430,W,SENW,21,32S,66W,6,37.246901,-104.789137,7520,518701,4122283,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6301,71,170-180,40-50,1,4
Point (527197.00000000093132257 4106614),23834,7106324,05-071-06324,PIONEER NATURAL RESOURCES USA INC,31-8 PCW,LO_XX,07106324&TYPE=WELL,217547,WELL,PR,10084,31-8,PCW,70830,291,N,2449,E,NWNE,8,34S,65W,6,37.105444,-104.693914,6580,527197,4106614,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6324,71,130-140,70-80,2,1
Point (528325 4106510.00000000186264515),23835,7106326,05-071-06326,PIONEER NATURAL RESOURCES USA INC,11-9 PCW,LO_XX,07106326&TYPE=WELL,217549,WELL,PR,10084,11-9,PCW,70830,650,N,1250,W,NWNW,9,34S,65W,6,37.104474,-104.681223,6560,528325,4106510,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6326,71,130-140,70-80,2,1
Point (525954.00000000093132257 4117608.00000000186264515),23836,7106333,05-071-06333,PIONEER NATURAL RESOURCES USA INC,41-6 WISER,LO_XX,07106333&TYPE=WELL,217556,WELL,PR,10084,41-6,WISER,70830,1050,N,960,E,NENE,6,33S,65W,6,37.204582,-104.707515,7175,525954,4117608,PLANNED Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6333,71,180-190,50-60,1,3
Point (527747.99999999906867743 4115010.00000000186264515),23837,7106335,05-071-06335,PIONEER NATURAL RESOURCES USA INC,44-8 BOWMAN,LO_XX,07106335&TYPE=WELL,217558,WELL,PR,10084,44-8,BOWMAN,70830,865,S,345,E,SESE,8,33S,65W,6,37.181113,-104.687394,6754,527748,4115010,PLANNED Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,6335,71,160-170,70-80,1,1
Point (510480.00000000093132257 4100811),23955,7106258,05-071-06258,STROUD OIL PROPERTIES INC,27-12 HILL RANCH,LO_XX,07106258&TYPE=WELL,217481,WELL,AL,83530,27-12,HILL RANCH,2818,1935,S,853,W,NWSW,27,34S,67W,6,37.053474,-104.882129,0,510480,4100811,Planned LatLong,APACHE CANYON,STROUD OIL PROPERTIES INC,6258,71,130-140,60-70,2,2
Point (506517.00000000093132257 4111216.00000000186264515),24028,7106164,05-071-06164,XTO ENERGY INC,30-2 APACHE CANYON,LO_XX,07106164&TYPE=WELL,217388,WELL,PA,100264,30-2,APACHE CANYON,99999,800,N,1785,E,NWNE,30,33S,67W,6,37.147302,-104.926611,7235,506517,4111216,Planned LatLong,WILDCAT,XTO ENERGY INC,6164,71,140-150,70-80,2,1
Point (493988.00000000186264515 4110397),24035,7106091,05-071-06091,EXETER DRILLING CO,1 DULING,LO_XX,07106091&TYPE=WELL,217315,WELL,DA,28300,1,DULING,99999,2100,S,450,E,NESE,26,33S,69W,6,37.139922,-105.067695,0,493988,4110397,Planned LatLong,WILDCAT,EXETER DRILLING CO,6091,71,120-130,30-40,2,4
Point (501611.00000000186264515 4106766.00000000186264515),24183,7106125,05-071-06125,XTO ENERGY INC,3-15 APACHE CANYON,LO_XX,07106125&TYPE=WELL,217349,WELL,PR,100264,3-15,APACHE CANYON,70830,560,S,2295,E,SWSE,3,34S,68W,6,37.107213,-104.981872,8539,501611,4106766,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6125,71,130-140,40-50,2,4
Point (503779 4104766.00000000186264515),24184,7106130,05-071-06130,XTO ENERGY INC,14-1 APACHE CANYON,LO_XX,07106130&TYPE=WELL,217354,WELL,PR,100264,14-1,APACHE CANYON,70830,814,N,503,E,NENE,14,34S,68W,6,37.089173,-104.957481,7953,503779,4104766,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6130,71,130-140,50-60,2,3
Point (504249 4102400),24185,7106132,05-071-06132,XTO ENERGY INC,24-12 APACHE CANYON,LO_XX,07106132&TYPE=WELL,217356,WELL,PR,100264,24-12,APACHE CANYON,70830,1977,S,1033,W,NWSW,24,34S,68W,6,37.067844,-104.952201,7480,504249,4102400,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6132,71,130-140,30-40,2,4
Point (503729.00000000093132257 4101648),24186,7106134,05-071-06134,XTO ENERGY INC,26-1 APACHE CANYON,LO_XX,07106134&TYPE=WELL,217358,WELL,PR,100264,26-1,APACHE CANYON,70830,481,N,692,E,NENE,26,34S,68W,6,37.061074,-104.958061,7811,503729,4101648,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6134,71,120-130,40-50,2,4
Point (511359.00000000186264515 4108545),24187,7106166,05-071-06166,XTO ENERGY INC,34-15 CHERRY CANYON,LO_XX,07106166&TYPE=WELL,217390,WELL,SI,100264,34-15,CHERRY CANYON,70830,974,S,1740,E,SWSE,34,33S,67W,6,37.123183,-104.872129,7240,511359,4108545,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6166,71,140-150,60-70,2,2
Point (500160.99999999906867743 4106105),24188,7106190,05-071-06190,XTO ENERGY INC,9-7 APACHE CANYON,LO_XX,07106190&TYPE=WELL,217413,WELL,PR,100264,9-7,APACHE CANYON,70830,1600,N,1800,E,SWNE,9,34S,68W,6,37.101253,-104.998183,8721,500161,4106105,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6190,71,120-130,50-60,2,3
Point (498797.99999999906867743 4102118),24201,7106023,05-071-06023,SHENANDOAH OIL CORPORATION,1 C F & I STEEL CORPORATION,LO_XX,07106023&TYPE=WELL,217247,WELL,PA,100082,1,C F & I STEEL CORPORATION,99999,855,S,758,E,SESE,20,34S,68W,6,37.065313,-105.013523,7892,498798,4102118,Planned LatLong,WILDCAT,SHENANDOAH OIL CORPORATION,6023,71,120-130,70-80,2,1
Point (508925.00000000093132257 4100645.00000000186264515),24230,7106199,05-071-06199,XTO ENERGY INC,28-12 HILL RANCH,LO_XX,07106199&TYPE=WELL,217422,WELL,PR,100264,28-12,HILL RANCH,70830,1431,S,665,W,NWSW,28,34S,67W,6,37.051994,-104.899629,8125,508925,4100645,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6199,71,130-140,50-60,2,3
Point (496934.00000000186264515 4123361),24238,7106055,05-071-06055,TIPPERARY OIL & GAS CORP,1 PARSON'S,LO_XX,07106055&TYPE=WELL,217279,WELL,DA,88400,1,PARSON'S,99999,2040,S,1725,E,NESE,18,32S,68W,6,37.2568,-105.034575,8720,496934,4123361,Planned LatLong,WILDCAT,TIPPERARY OIL & GAS CORP,6055,71,120-130,40-50,2,4
Point (495007.00000000093132257 4095386.00000000186264515),24309,7106157,05-071-06157,GLOBAL NATURAL RES OF NEVADA,2 CANADIAN RIVER,LO_XX,07106157&TYPE=WELL,217381,WELL,AL,34390,2,CANADIAN RIVER,99999,0,N,0,W,SENE,12,35S,69W,6,37.004614,-105.056124,9144,495007,4095386,Planned LatLong,WILDCAT,GLOBAL NATURAL RES OF NEVADA,6157,71,110-120,60-70,3,2
Point (511685.00000000093132257 4107135.0000000037252903),26107,7106299,05-071-06299,XTO ENERGY INC,3-9 APACHE CANYON,LO_XX,07106299&TYPE=WELL,217522,WELL,PR,100264,3-9,APACHE CANYON,70830,1508,S,703,E,NESE,3,34S,67W,6,37.110463,-104.868479,7069,511685,4107135,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,6299,71,140-150,70-80,2,1
Point (517047.00000000093132257 4112454),26221,7107810,05-071-07810,EVERGREEN OPERATING CORPORATION,12-20 TR ROCKETEER,LO_XX,07107810&TYPE=WELL,266051,WELL,AL,6385,12-20 TR,ROCKETEER,70830,2091,N,1258,W,SWNW,20,33S,66W,6,37.158333,-104.808007,7215,517047,4112454,Planned Footage,PURGATOIRE RIVER,EVERGREEN OPERATING CORPORATION,7810,71,160-170,70-80,1,1
Point (509205 4107292.99999999813735485),26351,7106345,05-071-06345,STROUD OIL PROPERTIES INC,4-11 APACHE CANYON,LO_XX,07106345&TYPE=WELL,89149,WELL,AL,83530,4-11,APACHE CANYON,2818,2055,S,1992,W,NESW,4,34S,67W,6,37.111923,-104.89639,7314,509205,4107293,Planned LatLong,APACHE CANYON,STROUD OIL PROPERTIES INC,6345,71,140-150,60-70,2,2
Point (522781 4094276.00000000186264515),26562,7107748,05-071-07748,EL PASO E & P COMPANY LP,102 VPR C,LO_XX,07107748&TYPE=WELL,264999,WELL,PR,100872,102,VPR C,70830,3871,N,1243,E,NESE,14,35S,66W,6,36.994346,-104.743984,7772,522781,4094276,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7748,71,120-130,60-70,2,2
Point (517001.00000000093132257 4110988),26567,7107716,05-071-07716,PIONEER NATURAL RESOURCES USA INC,12-29 TR MAVERICK,LO_XX,07107716&TYPE=WELL,264849,WELL,PA,10084,12-29 TR,MAVERICK,70830,0,,0,,SWNW,29,33S,66W,6,37.14512,-104.80856,7020,517001,4110988,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7716,71,160-170,70-80,1,1
Point (507659.00000000186264515 4120129),26568,7107718,05-071-07718,PIONEER NATURAL RESOURCES USA INC,23-29 HOLLMANN,LO_XX,07107718&TYPE=WELL,264850,WELL,PR,10084,23-29,HOLLMANN,70830,1964,S,1965,W,NESW,29,32S,67W,6,37.227641,-104.913661,7970,507659,4120129,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7718,71,150-160,50-60,1,3
Point (517968.00000000093132257 4114127.00000000186264515),26569,7107742,05-071-07742,PIONEER NATURAL RESOURCES USA INC,42-17 SHILOH,LO_XX,07107742&TYPE=WELL,264917,WELL,PR,10084,42-17,SHILOH,70830,1961,N,1129,E,SENE,17,33S,66W,6,37.173392,-104.797597,6962,517968,4114127,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7742,71,170-180,70-80,1,1
Point (514190.00000000186264515 4110756),26570,7107758,05-071-07758,PIONEER NATURAL RESOURCES USA INC,22-25 TR BRAD,LO_XX,07107758&TYPE=WELL,265217,WELL,PR,10084,22-25 TR,BRAD,70830,2357,N,2182,W,SENW,25,33S,67W,6,37.143073,-104.840218,7125,514190,4110756,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7758,71,160-170,60-70,1,2
Point (528078.00000000186264515 4099630.00000000186264515),26571,7107770,05-071-07770,PIONEER NATURAL RESOURCES USA INC,12-33 RENEGADE,LO_XX,07107770&TYPE=WELL,265300,WELL,PR,10084,12-33,RENEGADE,70830,2058,N,353,W,SWNW,33,34S,65W,6,37.042465,-104.684253,6960,528078,4099630,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7770,71,120-130,90-100,2,1
Point (518411 4110813.00000000186264515),26572,7107802,05-071-07802,PIONEER NATURAL RESOURCES USA INC,12-28 KV ENTERPRISE,LO_XX,07107802&TYPE=WELL,265836,WELL,PR,10084,12-28 KV,ENTERPRISE,70830,2261,N,400,W,SWNW,28,33S,66W,6,37.143513,-104.792687,7060,518411,4110813,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7802,71,160-170,70-80,1,1
Point (511121 4110703),26573,7107809,05-071-07809,PIONEER NATURAL RESOURCES USA INC,23-27 PACHECO,LO_XX,07107809&TYPE=WELL,266000,WELL,PR,10084,23-27,PACHECO,70830,2051,S,2534,W,NESW,27,33S,67W,6,37.142633,-104.874779,7160,511121,4110703,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7809,71,150-160,60-70,1,2
Point (518018.00000000186264515 4110213),26574,7107806,05-071-07806,PIONEER NATURAL RESOURCES USA INC,44-29 TR BLACKSTRAPS,LO_XX,07107806&TYPE=WELL,266003,WELL,PA,10084,44-29 TR,BLACKSTRAPS,70830,0,,0,,SESE,29,33S,66W,6,37.13811,-104.79713,7140,518018,4110213,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7806,71,160-170,70-80,1,1
Point (523348.00000000093132257 4094229),26611,7107750,05-071-07750,EL PASO E & P COMPANY LP,103 VRP C,LO_XX,07107750&TYPE=WELL,264998,WELL,PR,100872,103,VRP C,70830,4012,N,617,W,SWSW,13,35S,66W,6,36.993906,-104.737614,7608,523348,4094229,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7750,71,120-130,60-70,2,2
Point (512195 4113350),27069,7107782,05-071-07782,PIONEER NATURAL RESOURCES USA INC,14-14 BUFFALO,LO_XX,07107782&TYPE=WELL,265604,WELL,PR,10084,14-14,BUFFALO,70830,803,S,1034,W,SWSW,14,33S,67W,6,37.166482,-104.862639,7440,512195,4113350,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7782,71,160-170,60-70,1,2
Point (511553 4113305.00000000186264515),27110,7107784,05-071-07784,PIONEER NATURAL RESOURCES USA INC,44-15 COBALT,LO_XX,07107784&TYPE=WELL,265606,WELL,PR,10084,44-15,COBALT,70830,605,S,1072,E,SESE,15,33S,67W,6,37.166082,-104.869869,7210,511553,4113305,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7784,71,160-170,60-70,1,2
Point (511192 4111689.00000000186264515),27111,7107804,05-071-07804,PIONEER NATURAL RESOURCES USA INC,34-22 SUMATRA,LO_XX,07107804&TYPE=WELL,266004,WELL,PR,10084,34-22,SUMATRA,70830,542,S,2438,E,SWSE,22,33S,67W,6,37.151522,-104.873959,7475,511192,4111689,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7804,71,150-160,60-70,1,2
Point (508696 4096731),27113,7107814,05-071-07814,WILLIAMS PRODUCTION RMT COMPANY,08-01V HILL RANCH,LO_XX,07107814&TYPE=WELL,266138,WELL,AL,96850,08-01V,HILL RANCH,70830,841,N,28,E,NENE,8,35S,67W,6,37.016715,-104.902249,8136,508696,4096731,Planned LatLong,PURGATOIRE RIVER,WILLIAMS PRODUCTION RMT COMPANY,7814,71,120-130,60-70,2,2
Point (517564.00000000093132257 4110793.00000000186264515),27128,7107805,05-071-07805,PIONEER NATURAL RESOURCES USA INC,32-29 TR PUEBLO,LO_XX,07107805&TYPE=WELL,266006,WELL,PR,10084,32-29 TR,PUEBLO,70830,2288,N,2380,E,SWNE,29,33S,66W,6,37.143353,-104.802227,7165,517564,4110793,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7805,71,160-170,70-80,1,1
Point (528483.00000000093132257 4108746),27242,7107741,05-071-07741,PIONEER NATURAL RESOURCES USA INC,23-33 BIG APPLE,LO_XX,07107741&TYPE=WELL,264875,WELL,PR,10084,23-33,BIG APPLE,70830,1356,S,1836,W,NESW,33,33S,65W,6,37.124624,-104.679353,6405,528483,4108746,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7741,71,140-150,80-90,2,1
Point (518430.00000000093132257 4114583.00000000186264515),27655,7107753,05-071-07753,PIONEER NATURAL RESOURCES USA INC,11-16 MARGE,LO_XX,07107753&TYPE=WELL,265056,WELL,PR,10084,11-16,MARGE,70830,497,N,380,W,NWNW,16,33S,66W,6,37.177492,-104.792377,7086,518430,4114583,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7753,71,170-180,60-70,1,2
Point (515658.00000000093132257 4112081.00000000186264515),27656,7107763,05-071-07763,PIONEER NATURAL RESOURCES USA INC,23-19 H TR CORDOVA,LO_XX,07107763&TYPE=WELL,265224,WELL,PR,10084,23-19 H TR,CORDOVA,70830,2007,S,1861,W,NESW,19,33S,66W,6,37.154993,-104.823658,7080,515658,4112081,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7763,71,160-170,60-70,1,2
Point (511281.00000000093132257 4105453.00000000186264515),27760,7106089,05-071-06089,AMOCO PRODUCTION CO.,1 MGP ENTERPRISES,LO_XX,07106089&TYPE=WELL,217313,WELL,DA,2500,1,MGP ENTERPRISES,99999,1280,S,2050,E,SWSE,10,34S,67W,6,37.095313,-104.873049,7117,511281,4105453,Planned LatLong,WILDCAT,AMOCO PRODUCTION CO.,6089,71,140-150,60-70,2,2
Point (518022 4113582.00000000186264515),27821,7107786,05-071-07786,PIONEER NATURAL RESOURCES USA INC,43-17 BREWSKI,LO_XX,07107786&TYPE=WELL,265624,WELL,PR,10084,43-17,BREWSKI,70830,1517,S,942,E,NESE,17,33S,66W,6,37.168482,-104.797007,7078,518022,4113582,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7786,71,170-180,70-80,1,1
Point (510414.00000000093132257 4115657.00000000186264515),27822,7107833,05-071-07833,PIONEER NATURAL RESOURCES USA INC,12-10 DUKE,LO_XX,07107833&TYPE=WELL,266711,WELL,PR,10084,12-10,DUKE,70830,2240,N,455,W,SWNW,10,33S,67W,6,37.187302,-104.88267,7320,510414,4115657,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7833,71,160-170,60-70,1,2
Point (514418.00000000093132257 4110455.00000000186264515),27823,7107831,05-071-07831,PIONEER NATURAL RESOURCES USA INC,33-25 TR GERALDINE,LO_XX,07107831&TYPE=WELL,266713,WELL,PR,10084,33-25 TR,GERALDINE,70830,1931,S,2263,E,NWSE,25,33S,67W,6,37.140353,-104.837658,6935,514418,4110455,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7831,71,160-170,60-70,1,2
Point (511231 4115906),27824,7107849,05-071-07849,PIONEER NATURAL RESOURCES USA INC,32-10 FUTURA,LO_XX,07107849&TYPE=WELL,267096,WELL,PR,10084,32-10,FUTURA,70830,1404,N,2134,E,SWNE,10,33S,67W,6,37.189532,-104.87346,7570,511231,4115906,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7849,71,160-170,50-60,1,3
Point (507506.00000000093132257 4115901.0000000037252903),27825,7107850,05-071-07850,PIONEER NATURAL RESOURCES USA INC,12-8V Valejo,LO_XX,07107850&TYPE=WELL,267366,WELL,PR,10084,12-8V,Valejo,70830,1510,N,1460,W,SENW,8,33S,67W,6,37.189532,-104.915431,7804,507506,4115901,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7850,71,150-160,60-70,1,2
Point (508871.00000000186264515 4117759.00000000186264515),27826,7107853,05-071-07853,PIONEER NATURAL RESOURCES USA INC,11-4 SAN PABLO,LO_XX,07107853&TYPE=WELL,267730,WELL,PR,10084,11-4,SAN PABLO,70830,622,N,628,W,NWNW,4,33S,67W,6,37.206261,-104.900031,7559,508871,4117759,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7853,71,160-170,60-70,1,2
Point (517835.00000000093132257 4109567),27830,7107828,05-071-07828,PIONEER NATURAL RESOURCES USA INC,31-32 TR KLINGON,LO_XX,07107828&TYPE=WELL,266576,WELL,PR,10084,31-32 TR,KLINGON,70830,869,N,1663,E,NWNE,32,33S,66W,6,37.13229,-104.7992,6840,517835,4109567,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7828,71,160-170,60-70,1,2
Point (525175 4095207),27914,7107796,05-071-07796,EL PASO E & P COMPANY LP,117 VPR C,LO_XX,07107796&TYPE=WELL,265684,WELL,PR,100872,117,VPR C,70830,820,N,1340,W,NENW,18,35S,65W,6,37.002676,-104.717044,7432,525175,4095207,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7796,71,120-130,60-70,2,2
Point (513764.00000000093132257 4120609),27953,7106265,05-071-06265,AMOCO PRODUCTION CO.,1 KATLYNN,LO_XX,07106265&TYPE=WELL,217488,WELL,AL,2500,1,KATLYNN,99999,1785,N,944,W,SWNW,25,32S,67W,6,37.231891,-104.844829,7445,513764,4120609,Planned LatLong,WILDCAT,AMOCO PRODUCTION CO.,6265,71,160-170,40-50,1,4
Point (518231.00000000093132257 4098045),27976,7106815,05-071-06815,EL PASO E & P COMPANY LP,4 VPR C,LO_XX,07106815&TYPE=WELL,89235,WELL,PR,100872,4,VPR C,70830,1991,N,303,E,SENE,5,35S,66W,6,37.028425,-104.795026,7753,518231,4098045,Planned Footage,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,6815,71,120-130,50-60,2,3
Point (517818 4097248.00000000186264515),27977,7106816,05-071-06816,EL PASO E & P COMPANY LP,6 VPR C,LO_XX,07106816&TYPE=WELL,89236,WELL,PR,100872,6,VPR C,70830,673,S,1662,E,SWSE,5,35S,66W,6,37.021245,-104.799686,7822,517818,4097248,Planned Footage,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,6816,71,120-130,60-70,2,2
Point (502316 4102378.00000000186264515),27978,7106352,05-071-06352,KLT GAS INC,23-12 APACHE CANYON,LO_XX,07106352&TYPE=WELL,89150,WELL,AL,48875,23-12,APACHE CANYON,70830,1694,S,385,W,NWSW,23,34S,68W,6,37.067653,-104.973952,7497,502316,4102378,Planned LatLong,PURGATOIRE RIVER,KLT GAS INC,6352,71,120-130,40-50,2,4
Point (524991 4094313.0000000037252903),28226,7107749,05-071-07749,EL PASO E & P COMPANY LP,105 VRP C,LO_XX,07107749&TYPE=WELL,265000,WELL,PR,100872,105,VRP C,70830,3748,N,730,W,NWSW,18,35S,65W,6,36.994626,-104.719144,7538,524991,4094313,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7749,71,120-130,60-70,2,2
